"","year","region","Category","gdp_income_scalingfactor","gdp_percap","Income"
"71",2030,"Africa_Eastern","d1",0.0151108841787436,1458.04345646332,22.0323257981923
"72",2030,"Africa_Eastern","d2",0.0252300393019365,1458.04345646332,36.7864937105009
"73",2030,"Africa_Eastern","d3",0.0319113297874277,1458.04345646332,46.528105583602
"74",2030,"Africa_Eastern","d4",0.0396072357753531,1458.04345646332,57.7490709508536
"75",2030,"Africa_Eastern","d5",0.0475361738282654,1458.04345646332,69.3098071956054
"76",2030,"Africa_Eastern","d6",0.0572268581002204,1458.04345646332,83.4392459869814
"77",2030,"Africa_Eastern","d7",0.0734524828596664,1458.04345646332,107.096911994521
"78",2030,"Africa_Eastern","d8",0.101307331057153,1458.04345646332,147.710491139645
"79",2030,"Africa_Eastern","d9",0.150220441125403,1458.04345646332,219.027931209928
"80",2030,"Africa_Eastern","d10",0.348073682949506,1458.04345646332,507.506555791617
"81",2035,"Africa_Eastern","d1",0.0151108841787436,1783.91236010988,26.9564930586496
"82",2035,"Africa_Eastern","d2",0.0252300393019365,1783.91236010988,45.0081789567826
"83",2035,"Africa_Eastern","d3",0.0319113297874277,1783.91236010988,56.9270156353349
"84",2035,"Africa_Eastern","d4",0.0396072357753531,1783.91236010988,70.6558374494388
"85",2035,"Africa_Eastern","d5",0.0475361738282654,1783.91236010988,84.8003680445747
"86",2035,"Africa_Eastern","d6",0.0572268581002204,1783.91236010988,102.087699495238
"87",2035,"Africa_Eastern","d7",0.0734524828596664,1783.91236010988,131.032792054118
"88",2035,"Africa_Eastern","d8",0.101307331057153,1783.91236010988,180.723400042599
"89",2035,"Africa_Eastern","d9",0.150220441125403,1783.91236010988,267.980101664766
"90",2035,"Africa_Eastern","d10",0.348073682949506,1783.91236010988,620.932945242594
"91",2040,"Africa_Eastern","d1",0.0151108841787436,2205.55458382692,33.3278798661057
"92",2040,"Africa_Eastern","d2",0.0252300393019365,2205.55458382692,55.6462288325193
"93",2040,"Africa_Eastern","d3",0.0319113297874277,2205.55458382692,70.3821796886736
"94",2040,"Africa_Eastern","d4",0.0396072357753531,2205.55458382692,87.3559204170436
"95",2040,"Africa_Eastern","d5",0.0475361738282654,2205.55458382692,104.843626084524
"96",2040,"Africa_Eastern","d6",0.0572268581002204,2205.55458382692,126.216959200954
"97",2040,"Africa_Eastern","d7",0.0734524828596664,2205.55458382692,162.003460264605
"98",2040,"Africa_Eastern","d8",0.101307331057153,2205.55458382692,223.438848388374
"99",2040,"Africa_Eastern","d9",0.150220441125403,2205.55458382692,331.319382508635
"100",2040,"Africa_Eastern","d10",0.348073682949506,2205.55458382692,767.695506938802
"101",2045,"Africa_Eastern","d1",0.0151108841787436,2744.61702263921,41.4735899441093
"102",2045,"Africa_Eastern","d2",0.0252300393019365,2744.61702263921,69.2467953499512
"103",2045,"Africa_Eastern","d3",0.0319113297874277,2744.61702263921,87.5843789496278
"104",2045,"Africa_Eastern","d4",0.0396072357753531,2744.61702263921,108.706693528719
"105",2045,"Africa_Eastern","d5",0.0475361738282654,2744.61702263921,130.468591880194
"106",2045,"Africa_Eastern","d6",0.0572268581002204,2744.61702263921,157.065808894024
"107",2045,"Africa_Eastern","d7",0.0734524828596664,2744.61702263921,201.598934811756
"108",2045,"Africa_Eastern","d8",0.101307331057153,2744.61702263921,278.049825337608
"109",2045,"Africa_Eastern","d9",0.150220441125403,2744.61702263921,412.297579861153
"110",2045,"Africa_Eastern","d10",0.348073682949506,2744.61702263921,955.32895535594
"111",2050,"Africa_Eastern","d1",0.0151108841787436,3423.02050237816,51.7248663529011
"112",2050,"Africa_Eastern","d2",0.0252300393019365,3423.02050237816,86.3629418063351
"113",2050,"Africa_Eastern","d3",0.0319113297874277,3423.02050237816,109.233136120516
"114",2050,"Africa_Eastern","d4",0.0396072357753531,3423.02050237816,135.576380101559
"115",2050,"Africa_Eastern","d5",0.0475361738282654,3423.02050237816,162.717297618764
